smiles,Eea,mfp_MQNs13,mfp_MQNs14,mfp_MQNs15,mfp_MQNs16,mfp_MQNs17,mfp_MQNs18,mfp_MQNs19,mfp_MQNs20,mfp_MQNs21,mfp_MQNs22,mfp_MQNs23,mfp_MQNs24,mfp_MQNs25,mfp_MQNs26,mfp_MQNs27,mfp_MQNs28,mfp_MQNs29,mfp_MQNs30,mfp_MQNs31,mfp_MQNs32,mfp_MQNs33,mfp_MQNs34,mfp_MQNs35,mfp_MQNs36,mfp_MQNs37,mfp_MQNs38,mfp_MQNs39,mfp_MQNs40,mfp_MQNs41,mfp_MQNs42,mfp_NumAromaticRings,mfp_NumAliphaticRings,mfp_Chi0n,mfp_Chi0v,mfp_Chi1n,mfp_Chi1v,mfp_Chi2n,mfp_Chi2v,mfp_HallKierAlpha,mfp_tpsa
[*]CC(=O)C(=S)C(C=C1)=CC=C1[*],3.6382,0.578947368,0.105263158,0,0.157894737,0.157894737,0,0.157894737,0.105263158,0.052631579,0,0,0,0,0.105263158,0,0.105263158,0.052631579,0,0.315789474,0,0,0,0,0.052631579,0,0,0,0,0,0,0.052631579,0,0.700868241,0.322789114,0.350434121,0.161394557,0.087276226,0.108762978,0.053684211,0.224605263
[*]CC(=O)C(=S)C(=O)[*],4.8698,0.636363636,0.272727273,0,0,0,0,0.272727273,0.363636364,0.181818182,0,0,0,0,0.272727273,0,0.272727273,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656794988,0.367385587,0.305670221,0.160965521,0.069119124,0.106232605,0.051818182,0.775909091
[*]CC(=O)C(=S)O[*],2.8847,0.7,0.2,0,0,0,0,0.2,0.4,0.2,0,0,0,0,0.2,0.1,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672474487,0.354124145,0.302062073,0.152062073,0.061658162,0.098737244,0.044,0.9325
[*]CC(=O)NC(S1)=CC=C1[*],1.3272,0.625,0.0625,0,0.1875,0.125,0,0.125,0.1875,0.125,0,0,0,0,0.0625,0,0.125,0.0625,0.0625,0.25,0,0,0,0.0625,0,0,0,0,0,0,0,0.0625,0,0.703981886,0.317512922,0.344174977,0.179755163,0.073514542,0.123198706,0.051875,0.4546875
[*]CC(=O)NC(C=C1)=CC=C1[*],1.369,0.631578947,0.052631579,0,0.157894737,0.157894737,0,0.105263158,0.157894737,0.105263158,0,0,0,0,0.052631579,0,0.105263158,0.052631579,0,0.315789474,0,0,0,0,0.052631579,0,0,0,0,0,0,0.052631579,0,0.729234836,0.255550626,0.36045007,0.126386197,0.073187514,0.073187514,0.068947368,0.382894737
[*]CC(=O)NC(=O)[*],1.5835,0.727272727,0.181818182,0,0,0,0,0.090909091,0.454545455,0.272727273,0,0,0,0,0.181818182,0,0.272727273,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705791834,0.25124638,0.322970498,0.100496535,0.046203914,0.046203914,0.078181818,1.049318182
[*]CC(=O)NC(=S)[*],2.9562,0.727272727,0.181818182,0,0,0,0,0.090909091,0.272727273,0.181818182,0,0,0,0,0.181818182,0,0.272727273,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705791834,0.325473342,0.322970498,0.137610016,0.046203914,0.062801567,0.04,0.661363636
[*]CC(=O)OC(S1)=CC=C1[*],1.4534,0.6,0.066666667,0,0.2,0.133333333,0,0.133333333,0.266666667,0.133333333,0,0,0,0,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.266666667,0,0,0,0.066666667,0,0,0,0,0,0,0,0.066666667,0,0.681649658,0.336082763,0.334708048,0.189141154,0.075406745,0.127342685,0.055333333,0.438333333
[*]CC(=O)OC(=O)[*],2.2158,0.7,0.2,0,0,0,0,0.1,0.6,0.3,0,0,0,0,0.2,0.1,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672474487,0.272474487,0.306649658,0.106649658,0.047285288,0.047285288,0.086,1.08425
[*]CC(=O)OC(=S)[*],3.1169,0.7,0.2,0,0,0,0,0.1,0.4,0.2,0,0,0,0,0.2,0.1,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672474487,0.354124145,0.306649658,0.147474487,0.047285288,0.063951955,0.044,0.6575
[*]CC(=S)C(S1)=CC=C1C(=S)[*],2.8676,0.5625,0.125,0,0.1875,0.125,0,0.1875,0,0,0,0,0,0,0.125,0,0.125,0.0625,0.0625,0.25,0,0,0,0.0625,0,0,0,0,0,0,0,0.0625,0,0.670296554,0.448389663,0.332281036,0.246843109,0.090093536,0.192155609,0.0075,0
[*]CC(=S)C(S1)=CC=C1O[*],3.131,0.6,0.066666667,0,0.2,0.133333333,0,0.2,0.133333333,0.066666667,0,0,0,0,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.266666667,0,0,0,0.066666667,0,0,0,0,0,0,0,0.066666667,0,0.681649658,0.390515869,0.331649658,0.219416097,0.086517856,0.179278625,0.027333333,0.337166667
[*]CC(=S)C(C=C1)=CC=C1C(=S)[*],2.9742,0.578947368,0.105263158,0,0.157894737,0.157894737,0,0.157894737,0,0,0,0,0,0,0.105263158,0,0.105263158,0.052631579,0,0.315789474,0,0,0,0,0.052631579,0,0,0,0,0,0,0.052631579,0,0.700868241,0.365762618,0.350434121,0.182881309,0.088483485,0.120713613,0.031578947,0
[*]CC(=S)C(C=C1)=CC=C1N[*],3.0309,0.631578947,0.052631579,0,0.157894737,0.157894737,0,0.157894737,0.052631579,0.052631579,0,0,0,0,0.052631579,0,0.105263158,0.052631579,0,0.315789474,0,0,0,0,0.052631579,0,0,0,0,0,0,0.052631579,0,0.729234836,0.29852413,0.359060954,0.149262065,0.081722681,0.103209433,0.046842105,0.342368421
[*]CC(=S)C(C=C1)=CC=C1O[*],3.1915,0.611111111,0.055555556,0,0.166666667,0.166666667,0,0.166666667,0.111111111,0.055555556,0,0,0,0,0.055555556,0.055555556,0.055555556,0.055555556,0,0.333333333,0,0,0,0,0.055555556,0,0,0,0,0,0,0.055555556,0,0.712027588,0.312944065,0.350916477,0.156472032,0.085180461,0.107860921,0.049444444,0.280972222
[*]CC(=S)CO[*],2.5664,0.818181818,0.090909091,0,0,0,0,0.272727273,0.181818182,0.090909091,0,0,0,0,0.090909091,0.090909091,0.090909091,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756045144,0.28481756,0.346954235,0.119681507,0.039198747,0.076312228,0.004545455,0.459772727
[*]CC(=S)C(=O)O[*],3.8755,0.7,0.2,0,0,0,0,0.2,0.4,0.2,0,0,0,0,0.2,0.1,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672474487,0.354124145,0.302062073,0.152062073,0.061658162,0.102482991,0.044,0.9325
[*]CC(=S)NO[*],2.2076,0.8,0.1,0,0,0,0,0.2,0.3,0.2,0,0,0,0,0.1,0.1,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726371018,0.308020676,0.321576701,0.126855342,0.039643966,0.078313799,0.015,0.8065
[*]CNC(S1)=CC=C1C(C=C2)=CC=C2[*],1.6671,0.583333333,0,0,0.25,0.208333333,0,0.125,0.041666667,0.041666667,0,0,0,0,0,0,0.041666667,0.041666667,0.041666667,0.416666667,0,0,0,0.041666667,0.041666667,0,0,0,0,0,0,0.083333333,0,0.723144245,0.298831603,0.366778145,0.173831603,0.087422591,0.129050539,0.053333333,0.1253125
[*]CNC(S1)=CC=C1C(=O)[*],2.2797,0.625,0.0625,0,0.1875,0.125,0,0.1875,0.1875,0.125,0,0,0,0,0.0625,0,0.125,0.0625,0.0625,0.25,0,0,0,0.0625,0,0,0,0,0,0,0,0.0625,0,0.703981886,0.317512922,0.344174977,0.179755163,0.075012766,0.137454689,0.051875,0.4546875
[*]CNC(S1)=CC=C1C(=S)[*],2.9244,0.625,0.0625,0,0.1875,0.125,0,0.1875,0.0625,0.0625,0,0,0,0,0.0625,0,0.125,0.0625,0.0625,0.25,0,0,0,0.0625,0,0,0,0,0,0,0,0.0625,0,0.703981886,0.368543959,0.344174977,0.205270681,0.075012766,0.150212448,0.025625,0.18796875
[*]CNC(S1)=CC=C1N[*],0.5629,0.6875,0,0,0.1875,0.125,0,0.1875,0.125,0.125,0,0,0,0,0,0,0.125,0.0625,0.0625,0.25,0,0,0,0.0625,0,0,0,0,0,0,0,0.0625,0,0.737667218,0.288698254,0.354419342,0.165347829,0.067135663,0.128230713,0.04375,0.59453125
[*]CNC(S1)=CC=C1O[*],0.8203,0.666666667,0,0,0.2,0.133333333,0,0.2,0.2,0.133333333,0,0,0,0,0,0.066666667,0.066666667,0.066666667,0.066666667,0.266666667,0,0,0,0.066666667,0,0,0,0,0,0,0,0.066666667,0,0.717580678,0.305347117,0.344336528,0.175072174,0.070431701,0.134539254,0.046666667,0.537666667
[*]CNC(C=C1)=CC=C1C(S2)=CC=C2[*],1.292,0.583333333,0,0,0.25,0.208333333,0,0.125,0.041666667,0.041666667,0,0,0,0,0,0,0.041666667,0.041666667,0.041666667,0.416666667,0,0,0,0.041666667,0.041666667,0,0,0,0,0,0,0.083333333,0,0.723144245,0.298831603,0.366778145,0.173831603,0.088277437,0.122298128,0.053333333,0.1253125
[*]CNC(C=C1)=CC=C1N[*],0.54,0.684210526,0,0,0.157894737,0.157894737,0,0.157894737,0.105263158,0.105263158,0,0,0,0,0,0,0.105263158,0.052631579,0,0.315789474,0,0,0,0,0.052631579,0,0,0,0,0,0,0.052631579,0,0.757601431,0.231285642,0.369076904,0.114253705,0.068895631,0.068895631,0.062105263,0.500657895
[*]CNC(C=C1)=CC=C1O[*],0.7695,0.666666667,0,0,0.166666667,0.166666667,0,0.166666667,0.166666667,0.111111111,0,0,0,0,0,0.055555556,0.055555556,0.055555556,0,0.333333333,0,0,0,0,0.055555556,0,0,0,0,0,0,0.055555556,0,0.741970105,0.241970105,0.361488868,0.119518763,0.071640797,0.071640797,0.065555556,0.448055556
[*]CNCC(S1)=CC=C1[*],1.1612,0.705882353,0,0,0.176470588,0.117647059,0,0.176470588,0.058823529,0.058823529,0,0,0,0,0,0,0.058823529,0.117647059,0.058823529,0.235294118,0,0,0,0.058823529,0,0,0,0,0,0,0,0.058823529,0,0.75620364,0.274821086,0.370745617,0.157174027,0.05922677,0.107255981,0.02,0.176911765
[*]CNCC(C=C1)=CC=C1[*],1.2974,0.7,0,0,0.15,0.15,0,0.15,0.05,0.05,0,0,0,0,0,0,0.05,0.1,0,0.3,0,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0.77236068,0.22236068,0.38222136,0.10986068,0.06118034,0.06118034,0.041,0.150375
[*]CNCC(=O)[*],1.6269,0.833333333,0.083333333,0,0,0,0,0.25,0.25,0.166666667,0,0,0,0,0.083333333,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.779621824,0.19628849,0.362379278,0.075111478,0.027139073,0.027139073,0.030833333,0.60625
[*]CNCC(=S)[*],2.6857,0.833333333,0.083333333,0,0,0,0,0.25,0.083333333,0.083333333,0,0,0,0,0.083333333,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.779621824,0.264329872,0.362379278,0.109132169,0.027139073,0.044149418,0.004166667,0.250625
[*]CNCN[*],0.8689,0.916666667,0,0,0,0,0,0.25,0.166666667,0.166666667,0,0,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824535599,0.157868933,0.376038432,0.055901699,0.017650283,0.017650283,0.006666667,0.792708333
[*]CNCO[*],0.7624,0.909090909,0,0,0,0,0,0.272727273,0.272727273,0.181818182,0,0,0,0,0,0.090909091,0.090909091,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80504199,0.168678353,0.364254512,0.059212522,0.018462772,0.018462772,0.007272727,0.733181818
[*]CNC(=O)C(S1)=CC=C1[*],1.968,0.625,0.0625,0,0.1875,0.125,0,0.125,0.1875,0.125,0,0,0,0,0.0625,0,0.125,0.0625,0.0625,0.25,0,0,0,0.0625,0,0,0,0,0,0,0,0.0625,0,0.703981886,0.317512922,0.344174977,0.179755163,0.075012766,0.126043802,0.051875,0.4546875
[*]CNC(=O)C(=S)[*],4.0732,0.727272727,0.181818182,0,0,0,0,0.181818182,0.272727273,0.181818182,0,0,0,0,0.181818182,0,0.272727273,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705791834,0.325473342,0.322970498,0.137610016,0.047183458,0.065740198,0.04,0.661363636
[*]CNC(=S)C(S1)=CC=C1[*],2.3974,0.625,0.0625,0,0.1875,0.125,0,0.125,0.0625,0.0625,0,0,0,0,0.0625,0,0.125,0.0625,0.0625,0.25,0,0,0,0.0625,0,0,0,0,0,0,0,0.0625,0,0.703981886,0.368543959,0.344174977,0.205270681,0.075012766,0.150212448,0.025625,0.18796875
[*]CNC(=S)C(C=C1)=CC=C1[*],2.3012,0.631578947,0.052631579,0,0.157894737,0.157894737,0,0.105263158,0.052631579,0.052631579,0,0,0,0,0.052631579,0,0.105263158,0.052631579,0,0.315789474,0,0,0,0,0.052631579,0,0,0,0,0,0,0.052631579,0,0.729234836,0.29852413,0.36045007,0.147872949,0.07457663,0.094929173,0.046842105,0.158289474
[*]CNC(=S)C(=O)[*],3.7481,0.727272727,0.181818182,0,0,0,0,0.181818182,0.272727273,0.181818182,0,0,0,0,0.181818182,0,0.272727273,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705791834,0.325473342,0.322970498,0.137610016,0.047183458,0.082337852,0.04,0.661363636
[*]CNC(=S)N[*],1.4813,0.818181818,0.090909091,0,0,0,0,0.090909091,0.181818182,0.181818182,0,0,0,0,0.090909091,0,0.272727273,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75478868,0.283561097,0.337871393,0.116653894,0.035852508,0.069047814,0.028181818,0.864772727
[*]CNC(=S)O[*],1.5976,0.8,0.1,0,0,0,0,0.1,0.3,0.2,0,0,0,0,0.1,0.1,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726371018,0.308020676,0.321092377,0.126371018,0.037771092,0.072695177,0.031,0.8065
[*]CNOC(S1)=CC=C1[*],1.0659,0.666666667,0,0,0.2,0.133333333,0,0.2,0.2,0.133333333,0,0,0,0,0,0.066666667,0.066666667,0.066666667,0.066666667,0.266666667,0,0,0,0.066666667,0,0,0,0,0,0,0,0.066666667,0,0.717580678,0.305347117,0.347717801,0.172336667,0.061610387,0.113546327,0.036,0.354333333
[*]CNOC(C=C1)=CC=C1[*],0.891,0.666666667,0,0,0.166666667,0.166666667,0,0.166666667,0.166666667,0.111111111,0,0,0,0,0,0.055555556,0.055555556,0.055555556,0,0.333333333,0,0,0,0,0.055555556,0,0,0,0,0,0,0.055555556,0,0.741970105,0.241970105,0.364306596,0.117239174,0.063149907,0.063149907,0.056666667,0.295277778
[*]CNOC(=S)[*],2.5,0.8,0.1,0,0,0,0,0.2,0.3,0.2,0,0,0,0,0.1,0.1,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726371018,0.308020676,0.326164287,0.122267756,0.026590752,0.043257419,0.015,0.5315
[*]CNON[*],0.9652,0.9,0,0,0,0,0,0.3,0.4,0.3,0,0,0,0,0,0.1,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.780267548,0.180267548,0.343039596,0.058875517,0.017293675,0.017293675,0.012,1.182
[*]COC(S1)=CC=C1C(C=C2)=CC=C2[*],1.6377,0.565217391,0,0,0.260869565,0.217391304,0,0.130434783,0.086956522,0.043478261,0,0,0,0,0,0.043478261,0,0.043478261,0.043478261,0.434782609,0,0,0,0.043478261,0.043478261,0,0,0,0,0,0,0.086956522,0,0.709412895,0.310130137,0.361586808,0.179695355,0.090030686,0.132776914,0.055652174,0.100326087
[*]COC(S1)=CC=C1O[*],0.8857,0.642857143,0,0,0.214285714,0.142857143,0,0.214285714,0.285714286,0.142857143,0,0,0,0,0,0.142857143,0,0.071428571,0.071428571,0.285714286,0,0,0,0.071428571,0,0,0,0,0,0,0,0.071428571,0,0.694624634,0.324374389,0.33420493,0.184794093,0.073502793,0.141053205,0.05,0.526071429
[*]COC(C=C1)=CC=C1O[*],0.9466,0.647058824,0,0,0.176470588,0.176470588,0,0.176470588,0.235294118,0.117647059,0,0,0,0,0,0.117647059,0,0.058823529,0,0.352941176,0,0,0,0,0.058823529,0,0,0,0,0,0,0.058823529,0,0.724499799,0.253911564,0.35415416,0.124257202,0.074135904,0.074135904,0.069411765,0.433235294
[*]COC(=O)O[*],0.7529,0.777777778,0.111111111,0,0,0,0,0.111111111,0.666666667,0.333333333,0,0,0,0,0.111111111,0.222222222,0.111111111,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.691638319,0.247193875,0.30274943,0.090721842,0.039118008,0.039118008,0.081111111,1.2925
[*]COC(=S)O[*],2.0771,0.777777778,0.111111111,0,0,0,0,0.111111111,0.444444444,0.222222222,0,0,0,0,0.111111111,0.222222222,0.111111111,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.691638319,0.337915717,0.30274943,0.136082763,0.039118008,0.076155045,0.034444444,0.818333333
[*]CONC(=O)[*],1.2523,0.8,0.1,0,0,0,0,0.2,0.5,0.3,0,0,0,0,0.1,0.1,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726371018,0.226371018,0.326164287,0.081442927,0.027386128,0.027386128,0.057,0.95825
[*]CONO[*],0.421,0.888888889,0,0,0,0,0,0.333333333,0.555555556,0.333333333,0,0,0,0,0,0.222222222,0.111111111,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.751523353,0.195967797,0.324970489,0.063252502,0.018424744,0.018424744,0.013333333,1.1525
[*]C(=O)C(S1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3[*],3.453,0.44,0.04,0,0.32,0.28,0,0.12,0.08,0.04,0,0,0,0,0.04,0,0.04,0,0.12,0.48,0,0,0,0.12,0,0,0,0,0,0,0,0.12,0,0.645319726,0.423299316,0.337154761,0.27513435,0.116237244,0.230546765,0.0492,0.1707
[*]C(=O)C(S1)=CC=C1C(S2)=CC=C2C(=S)[*],4.1032,0.45,0.1,0,0.25,0.25,0,0.15,0.1,0.05,0,0,0,0,0.1,0,0.1,0,0.1,0.4,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0.631649658,0.454124145,0.323737244,0.275799316,0.111237244,0.223505523,0.042,0.213375
[*]C(=O)C(S1)=CC=C1C(S2)=CC=C2O[*],2.952,0.473684211,0.052631579,0,0.263157895,0.263157895,0,0.157894737,0.210526316,0.105263158,0,0,0,0,0.052631579,0.052631579,0.052631579,0,0.105263158,0.421052632,0,0,0,0.105263158,0,0,0,0,0,0,0,0.105263158,0,0.638578587,0.408736122,0.322789114,0.255670423,0.109527165,0.214989479,0.059473684,0.490789474
[*]C(=O)C(S1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3[*],3.2278,0.464285714,0.035714286,0,0.285714286,0.285714286,0,0.107142857,0.071428571,0.035714286,0,0,0,0,0.035714286,0,0.035714286,0,0.071428571,0.5,0,0,0,0.071428571,0.035714286,0,0,0,0,0,0,0.107142857,0,0.668740888,0.369919215,0.34895074,0.228700496,0.112343597,0.17795493,0.061071429,0.152410714
[*]C(=O)C(S1)=CC=C1C(C=C2)=CC=C2C(=S)[*],3.7335,0.47826087,0.086956522,0,0.260869565,0.217391304,0,0.130434783,0.086956522,0.043478261,0,0,0,0,0.086956522,0,0.086956522,0,0.043478261,0.434782609,0,0,0,0.043478261,0.043478261,0,0,0,0,0,0,0.086956522,0,0.661945429,0.385119045,0.339847677,0.219184411,0.107149326,0.160399103,0.057391304,0.185543478
[*]C(=O)C(S1)=CC=C1C(C=C2)=CC=C2O[*],2.9075,0.5,0.045454545,0,0.272727273,0.227272727,0,0.136363636,0.181818182,0.090909091,0,0,0,0,0.045454545,0.045454545,0.045454545,0,0.045454545,0.454545455,0,0,0,0.045454545,0.045454545,0,0,0,0,0,0,0.090909091,0,0.669306585,0.342783702,0.339761131,0.199226962,0.105295299,0.15168715,0.073181818,0.423863636
[*]C(=O)C(S1)=CC=C1C(=O)C(S2)=CC=C2[*],4.0693,0.45,0.1,0,0.25,0.25,0,0.15,0.2,0.1,0,0,0,0,0.1,0,0.1,0,0.1,0.4,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0.631649658,0.413299316,0.323737244,0.255386902,0.111237244,0.203093109,0.063,0.42675
[*]C(=O)C(S1)=CC=C1C(=O)C(=S)[*],4.6396,0.466666667,0.2,0,0.2,0.133333333,0,0.2,0.266666667,0.133333333,0,0,0,0,0.2,0,0.2,0,0.066666667,0.266666667,0,0,0,0.066666667,0,0,0,0,0,0,0,0.066666667,0,0.608866211,0.451065755,0.301374715,0.24969104,0.10290391,0.184553568,0.058,0.569
[*]C(=O)C(S1)=CC=C1C(=O)O[*],3.3779,0.5,0.142857143,0,0.214285714,0.142857143,0,0.142857143,0.428571429,0.214285714,0,0,0,0,0.142857143,0.071428571,0.142857143,0,0.071428571,0.285714286,0,0,0,0.071428571,0,0,0,0,0,0,0,0.071428571,0,0.616642369,0.389249267,0.298490644,0.220508379,0.099987851,0.172889331,0.082857143,0.970892857
[*]C(=O)C(S1)=CC=C1C(=S)O[*],4.037,0.5,0.142857143,0,0.214285714,0.142857143,0,0.142857143,0.285714286,0.142857143,0,0,0,0,0.142857143,0.071428571,0.142857143,0,0.071428571,0.285714286,0,0,0,0.071428571,0,0,0,0,0,0,0,0.071428571,0,0.616642369,0.447570452,0.298490644,0.249668971,0.099987851,0.199374389,0.052857143,0.666071429
[*]C(=O)C(S1)=CC=C1OC(S2)=CC=C2[*],2.882,0.473684211,0.052631579,0,0.263157895,0.263157895,0,0.157894737,0.210526316,0.105263158,0,0,0,0,0.052631579,0.052631579,0.052631579,0,0.105263158,0.421052632,0,0,0,0.105263158,0,0,0,0,0,0,0,0.105263158,0,0.638578587,0.408736122,0.325203632,0.253255904,0.100755235,0.193502727,0.059473684,0.346052632
[*]C(=O)C(S1)=CC=C1OC(=S)[*],3.2522,0.5,0.142857143,0,0.214285714,0.142857143,0,0.142857143,0.285714286,0.142857143,0,0,0,0,0.142857143,0.071428571,0.142857143,0,0.071428571,0.285714286,0,0,0,0.071428571,0,0,0,0,0,0,0,0.071428571,0,0.616642369,0.447570452,0.301767491,0.246392124,0.089721512,0.171852221,0.052857143,0.469642857
[*]C(=O)C(C=C1)=CC=C1C(S2)=CC=C2C(C=C3)=CC=C3[*],2.8757,0.483870968,0.032258065,0,0.290322581,0.258064516,0,0.096774194,0.064516129,0.032258065,0,0,0,0,0.032258065,0,0.032258065,0,0.032258065,0.516129032,0,0,0,0.032258065,0.064516129,0,0,0,0,0,0,0.096774194,0,0.687628922,0.326870747,0.358463627,0.191253839,0.108463627,0.141386876,0.070645161,0.13766129
[*]C(=O)C(C=C1)=CC=C1C(S2)=CC=C2O[*],2.3086,0.5,0.045454545,0,0.272727273,0.227272727,0,0.136363636,0.181818182,0.090909091,0,0,0,0,0.045454545,0.045454545,0.045454545,0,0.045454545,0.454545455,0,0,0,0.045454545,0.045454545,0,0,0,0,0,0,0.090909091,0,0.669306585,0.342783702,0.339761131,0.199226962,0.105486626,0.150175864,0.073181818,0.423863636
[*]C(=O)C(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3[*],2.6442,0.5,0.029411765,0,0.264705882,0.264705882,0,0.088235294,0.058823529,0.029411765,0,0,0,0,0.029411765,0,0.029411765,0,0,0.529411765,0,0,0,0,0.088235294,0,0,0,0,0,0,0.088235294,0,0.703183773,0.291419067,0.366297769,0.160415416,0.105943002,0.105943002,0.078529412,0.125514706
[*]C(=O)C(C=C1)=CC=C1C(C=C2)=CC=C2C(=S)[*],3.6994,0.5,0.076923077,0,0.230769231,0.230769231,0,0.115384615,0.076923077,0.038461538,0,0,0,0,0.076923077,0,0.076923077,0,0,0.461538462,0,0,0,0,0.076923077,0,0,0,0,0,0,0.076923077,0,0.685249868,0.332038199,0.352240319,0.175634484,0.104004775,0.111855703,0.069230769,0.164134615
[*]C(=O)C(C=C1)=CC=C1C(=O)C(S2)=CC=C2[*],3.6543,0.47826087,0.086956522,0,0.260869565,0.217391304,0,0.130434783,0.173913043,0.086956522,0,0,0,0,0.086956522,0,0.086956522,0,0.043478261,0.434782609,0,0,0,0.043478261,0.043478261,0,0,0,0,0,0,0.086956522,0,0.661945429,0.349619194,0.339847677,0.201434485,0.107149326,0.142649178,0.075652174,0.371086957
[*]C(=O)C(C=C1)=CC=C1C(=O)C(C=C2)=CC=C2[*],2.1866,0.5,0.076923077,0,0.230769231,0.230769231,0,0.115384615,0.153846154,0.076923077,0,0,0,0,0.076923077,0,0.076923077,0,0,0.461538462,0,0,0,0,0.076923077,0,0,0,0,0,0,0.076923077,0,0.685249868,0.300634484,0.352240319,0.159932627,0.103122547,0.103122547,0.085384615,0.328269231
[*]C(=O)C(C=C1)=CC=C1C(=O)C(=S)[*],3.783,0.5,0.166666667,0,0.166666667,0.166666667,0,0.166666667,0.222222222,0.111111111,0,0,0,0,0.166666667,0,0.166666667,0,0,0.333333333,0,0,0,0,0.055555556,0,0,0,0,0,0,0.055555556,0,0.651374715,0.363402303,0.325687358,0.181701151,0.099069349,0.11040958,0.075,0.474166667
[*]C(=O)C(C=C1)=CC=C1C(=S)O[*],3.4955,0.529411765,0.117647059,0,0.176470588,0.176470588,0,0.117647059,0.235294118,0.117647059,0,0,0,0,0.117647059,0.058823529,0.117647059,0,0,0.352941176,0,0,0,0,0.058823529,0,0,0,0,0,0,0.058823529,0,0.66027911,0.355367144,0.324742396,0.177683572,0.096442327,0.118253551,0.071764706,0.548529412
[*]C(=O)C(C=C1)=CC=C1OC(S2)=CC=C2[*],2.5289,0.5,0.045454545,0,0.272727273,0.227272727,0,0.136363636,0.181818182,0.090909091,0,0,0,0,0.045454545,0.045454545,0.045454545,0,0.045454545,0.454545455,0,0,0,0.045454545,0.045454545,0,0,0,0,0,0,0.090909091,0,0.669306585,0.342783702,0.341846397,0.197141696,0.097719542,0.13313041,0.073181818,0.298863636
[*]C(=O)C(C=C1)=CC=C1OC(=S)[*],3.2631,0.529411765,0.117647059,0,0.176470588,0.176470588,0,0.117647059,0.235294118,0.117647059,0,0,0,0,0.117647059,0.058823529,0.117647059,0,0,0.352941176,0,0,0,0,0.058823529,0,0,0,0,0,0,0.058823529,0,0.66027911,0.355367144,0.327440975,0.174984992,0.087740096,0.097544017,0.071764706,0.386764706
[*]C(=O)OC(S1)=CC=C1C(=S)[*],3.8482,0.5,0.142857143,0,0.214285714,0.142857143,0,0.142857143,0.285714286,0.142857143,0,0,0,0,0.142857143,0.071428571,0.142857143,0,0.071428571,0.285714286,0,0,0,0.071428571,0,0,0,0,0,0,0,0.071428571,0,0.616642369,0.447570452,0.301767491,0.246392124,0.089721512,0.174527755,0.052857143,0.469642857
[*]C(=O)OC(S1)=CC=C1O[*],1.7594,0.538461538,0.076923077,0,0.230769231,0.153846154,0,0.153846154,0.461538462,0.230769231,0,0,0,0,0.076923077,0.153846154,0.076923077,0,0.076923077,0.307692308,0,0,0,0.076923077,0,0,0,0,0,0,0,0.076923077,0,0.625614859,0.38072998,0.298691782,0.214710881,0.08556711,0.158313708,0.079230769,0.894807692
